symptom1,symptom2,symptom3,disease,remedies
fever,fever,fever,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,chills,shortness of breath,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,chills,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,chills,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,chills,vomiting,Gastroenteritis,ORS; Rest; Hydration
diarrhea,chills,diarrhea,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,chills,none,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,sore throat,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,sore throat,cough,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,sore throat,headache,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,sore throat,body pain,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,sore throat,chills,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,sore throat,sore throat,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,sore throat,shortness of breath,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,sore throat,fatigue,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,sore throat,nausea,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,sore throat,vomiting,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,sore throat,diarrhea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,sore throat,none,Bronchitis,Honey; Ginger tea; Steam inhalation
diarrhea,shortness of breath,fever,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,shortness of breath,cough,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,shortness of breath,headache,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,shortness of breath,body pain,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,shortness of breath,chills,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,shortness of breath,sore throat,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,shortness of breath,shortness of breath,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,shortness of breath,fatigue,Flu,Bed rest; Hydration; Paracetamol
diarrhea,shortness of breath,nausea,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,shortness of breath,vomiting,Flu,Bed rest; Hydration; Paracetamol
diarrhea,shortness of breath,diarrhea,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,shortness of breath,none,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,fatigue,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,fatigue,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,fatigue,headache,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,fatigue,body pain,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,fatigue,chills,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,fatigue,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,fatigue,shortness of breath,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,fatigue,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,fatigue,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,fatigue,vomiting,Gastroenteritis,ORS; Rest; Hydration
diarrhea,fatigue,diarrhea,Gastroenteritis,ORS; Rest; Hydration
diarrhea,fatigue,none,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,nausea,fever,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,nausea,cough,Flu,Bed rest; Hydration; Paracetamol
diarrhea,nausea,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,nausea,body pain,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,nausea,chills,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,nausea,sore throat,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,nausea,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
diarrhea,nausea,fatigue,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,nausea,nausea,Bronchitis,Honey; Ginger tea; Steam inhalation
diarrhea,nausea,vomiting,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,nausea,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,nausea,none,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,vomiting,fever,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,vomiting,cough,Gastroenteritis,ORS; Rest; Hydration
diarrhea,vomiting,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,vomiting,body pain,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,vomiting,chills,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,vomiting,sore throat,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,vomiting,shortness of breath,Gastroenteritis,ORS; Rest; Hydration
diarrhea,vomiting,fatigue,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,vomiting,nausea,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,vomiting,vomiting,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,vomiting,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,vomiting,none,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,diarrhea,fever,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,diarrhea,cough,Gastroenteritis,ORS; Rest; Hydration
diarrhea,diarrhea,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,diarrhea,body pain,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,diarrhea,chills,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,diarrhea,sore throat,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,diarrhea,shortness of breath,Gastroenteritis,ORS; Rest; Hydration
diarrhea,diarrhea,fatigue,Bronchitis,Honey; Ginger tea; Steam inhalation
diarrhea,diarrhea,nausea,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,diarrhea,vomiting,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,diarrhea,diarrhea,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,diarrhea,none,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,none,fever,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,none,cough,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,none,headache,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,none,body pain,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,none,chills,Bronchitis,Honey; Ginger tea; Steam inhalation
diarrhea,none,sore throat,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,none,shortness of breath,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,none,fatigue,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,none,nausea,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,none,vomiting,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,none,diarrhea,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,none,none,Pneumonia,Antibiotics; Hydration; Hospital care
none,fever,fever,COVID-19,Isolation; Hydration; Doctor consultation
none,fever,cough,Flu,Bed rest; Hydration; Paracetamol
none,fever,headache,Strep Throat,Antibiotics; Hydration; Rest
none,fever,body pain,Food Poisoning,IV fluids; Rest; Electrolytes
none,fever,chills,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,fever,sore throat,Asthma,Inhaler; Avoid triggers; Rest
none,fever,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
none,fever,fatigue,Malaria,Antimalarial drugs; Bed rest; Fluids
none,fever,nausea,Strep Throat,Antibiotics; Hydration; Rest
none,fever,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
none,fever,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
none,fever,none,Common Cold,Rest; Drink warm fluids; Paracetamol
none,cough,fever,Flu,Bed rest; Hydration; Paracetamol
none,cough,cough,Pneumonia,Antibiotics; Hydration; Hospital care
none,cough,headache,Bronchitis,Honey; Ginger tea; Steam inhalation
none,cough,body pain,Bronchitis,Honey; Ginger tea; Steam inhalation
none,cough,chills,Food Poisoning,IV fluids; Rest; Electrolytes
none,cough,sore throat,Pneumonia,Antibiotics; Hydration; Hospital care
none,cough,shortness of breath,Pneumonia,Antibiotics; Hydration; Hospital care
none,cough,fatigue,Common Cold,Rest; Drink warm fluids; Paracetamol
none,cough,nausea,Bronchitis,Honey; Ginger tea; Steam inhalation
none,cough,vomiting,Malaria,Antimalarial drugs; Bed rest; Fluids
none,cough,diarrhea,Malaria,Antimalarial drugs; Bed rest; Fluids
none,cough,none,COVID-19,Isolation; Hydration; Doctor consultation
none,headache,fever,Pneumonia,Antibiotics; Hydration; Hospital care
none,headache,cough,Migraine,Pain relievers; Avoid bright light; Hydrate
none,headache,headache,Typhoid,Antibiotics; Hydration; Consult doctor
none,headache,body pain,Typhoid,Antibiotics; Hydration; Consult doctor
none,headache,chills,Bronchitis,Honey; Ginger tea; Steam inhalation
none,headache,sore throat,Migraine,Pain relievers; Avoid bright light; Hydrate
none,headache,shortness of breath,Food Poisoning,IV fluids; Rest; Electrolytes
none,headache,fatigue,COVID-19,Isolation; Hydration; Doctor consultation
none,headache,nausea,COVID-19,Isolation; Hydration; Doctor consultation
none,headache,vomiting,Common Cold,Rest; Drink warm fluids; Paracetamol
none,headache,diarrhea,Common Cold,Rest; Drink warm fluids; Paracetamol
none,headache,none,Flu,Bed rest; Hydration; Paracetamol
none,body pain,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
none,body pain,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
none,body pain,headache,Migraine,Pain relievers; Avoid bright light; Hydrate
none,body pain,body pain,Pneumonia,Antibiotics; Hydration; Hospital care
none,body pain,chills,Flu,Bed rest; Hydration; Paracetamol
none,body pain,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
none,body pain,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
none,body pain,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,body pain,nausea,Migraine,Pain relievers; Avoid bright light; Hydrate
none,body pain,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,body pain,diarrhea,Gastroenteritis,ORS; Rest; Hydration
none,body pain,none,Malaria,Antimalarial drugs; Bed rest; Fluids
none,chills,fever,Gastroenteritis,ORS; Rest; Hydration
none,chills,cough,Migraine,Pain relievers; Avoid bright light; Hydrate
none,chills,headache,Typhoid,Antibiotics; Hydration; Consult doctor
none,chills,body pain,Typhoid,Antibiotics; Hydration; Consult doctor
none,chills,chills,Malaria,Antimalarial drugs; Bed rest; Fluids
none,chills,sore throat,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,chills,shortness of breath,Migraine,Pain relievers; Avoid bright light; Hydrate
none,chills,fatigue,COVID-19,Isolation; Hydration; Doctor consultation
none,chills,nausea,Typhoid,Antibiotics; Hydration; Consult doctor
none,chills,vomiting,Common Cold,Rest; Drink warm fluids; Paracetamol
none,chills,diarrhea,Common Cold,Rest; Drink warm fluids; Paracetamol
none,chills,none,Flu,Bed rest; Hydration; Paracetamol
none,sore throat,fever,COVID-19,Isolation; Hydration; Doctor consultation
none,sore throat,cough,Flu,Bed rest; Hydration; Paracetamol
none,sore throat,headache,Strep Throat,Antibiotics; Hydration; Rest
none,sore throat,body pain,Strep Throat,Antibiotics; Hydration; Rest
none,sore throat,chills,Gastroenteritis,ORS; Rest; Hydration
none,sore throat,sore throat,COVID-19,Isolation; Hydration; Doctor consultation
none,sore throat,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
none,sore throat,fatigue,Food Poisoning,IV fluids; Rest; Electrolytes
none,sore throat,nausea,Strep Throat,Antibiotics; Hydration; Rest
none,sore throat,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
none,sore throat,diarrhea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,sore throat,none,Common Cold,Rest; Drink warm fluids; Paracetamol
none,shortness of breath,fever,Typhoid,Antibiotics; Hydration; Consult doctor
none,shortness of breath,cough,Asthma,Inhaler; Avoid triggers; Rest
none,shortness of breath,headache,Food Poisoning,IV fluids; Rest; Electrolytes
none,shortness of breath,body pain,Food Poisoning,IV fluids; Rest; Electrolytes
none,shortness of breath,chills,Gastroenteritis,ORS; Rest; Hydration
none,shortness of breath,sore throat,Typhoid,Antibiotics; Hydration; Consult doctor
none,shortness of breath,shortness of breath,Asthma,Inhaler; Avoid triggers; Rest
none,shortness of breath,fatigue,Food Poisoning,IV fluids; Rest; Electrolytes
none,shortness of breath,nausea,Food Poisoning,IV fluids; Rest; Electrolytes
none,shortness of breath,vomiting,Migraine,Pain relievers; Avoid bright light; Hydrate
none,shortness of breath,diarrhea,Pneumonia,Antibiotics; Hydration; Hospital care
none,shortness of breath,none,Bronchitis,Honey; Ginger tea; Steam inhalation
none,fatigue,fever,Bronchitis,Honey; Ginger tea; Steam inhalation
none,fatigue,cough,COVID-19,Isolation; Hydration; Doctor consultation
none,fatigue,headache,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,fatigue,body pain,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,fatigue,chills,Asthma,Inhaler; Avoid triggers; Rest
none,fatigue,sore throat,Bronchitis,Honey; Ginger tea; Steam inhalation
none,fatigue,shortness of breath,COVID-19,Isolation; Hydration; Doctor consultation
none,fatigue,fatigue,Food Poisoning,IV fluids; Rest; Electrolytes
none,fatigue,nausea,Migraine,Pain relievers; Avoid bright light; Hydrate
none,fatigue,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,fatigue,diarrhea,Gastroenteritis,ORS; Rest; Hydration
none,fatigue,none,Malaria,Antimalarial drugs; Bed rest; Fluids
none,nausea,fever,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,nausea,cough,Strep Throat,Antibiotics; Hydration; Rest
none,nausea,headache,COVID-19,Isolation; Hydration; Doctor consultation
none,nausea,body pain,COVID-19,Isolation; Hydration; Doctor consultation
none,nausea,chills,Malaria,Antimalarial drugs; Bed rest; Fluids
none,nausea,sore throat,Food Poisoning,IV fluids; Rest; Electrolytes
none,nausea,shortness of breath,Strep Throat,Antibiotics; Hydration; Rest
none,nausea,fatigue,Flu,Bed rest; Hydration; Paracetamol
none,nausea,nausea,Asthma,Inhaler; Avoid triggers; Rest
none,nausea,vomiting,COVID-19,Isolation; Hydration; Doctor consultation
none,nausea,diarrhea,COVID-19,Isolation; Hydration; Doctor consultation
none,nausea,none,Pneumonia,Antibiotics; Hydration; Hospital care
none,vomiting,fever,Asthma,Inhaler; Avoid triggers; Rest
none,vomiting,cough,Gastroenteritis,ORS; Rest; Hydration
none,vomiting,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
none,vomiting,body pain,Malaria,Antimalarial drugs; Bed rest; Fluids
none,vomiting,chills,Pneumonia,Antibiotics; Hydration; Hospital care
none,vomiting,sore throat,Asthma,Inhaler; Avoid triggers; Rest
none,vomiting,shortness of breath,Gastroenteritis,ORS; Rest; Hydration
none,vomiting,fatigue,Bronchitis,Honey; Ginger tea; Steam inhalation
none,vomiting,nausea,Malaria,Antimalarial drugs; Bed rest; Fluids
none,vomiting,vomiting,Strep Throat,Antibiotics; Hydration; Rest
none,vomiting,diarrhea,Migraine,Pain relievers; Avoid bright light; Hydrate
none,vomiting,none,Typhoid,Antibiotics; Hydration; Consult doctor
none,diarrhea,fever,Strep Throat,Antibiotics; Hydration; Rest
none,diarrhea,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
none,diarrhea,headache,Pneumonia,Antibiotics; Hydration; Hospital care
none,diarrhea,body pain,Gastroenteritis,ORS; Rest; Hydration
none,diarrhea,chills,Asthma,Inhaler; Avoid triggers; Rest
none,diarrhea,sore throat,Bronchitis,Honey; Ginger tea; Steam inhalation
none,diarrhea,shortness of breath,Common Cold,Rest; Drink warm fluids; Paracetamol
none,diarrhea,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,diarrhea,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
none,diarrhea,vomiting,Gastroenteritis,ORS; Rest; Hydration
none,diarrhea,diarrhea,Gastroenteritis,ORS; Rest; Hydration
none,diarrhea,none,Food Poisoning,IV fluids; Rest; Electrolytes
none,none,fever,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,none,cough,Food Poisoning,IV fluids; Rest; Electrolytes
none,none,headache,COVID-19,Isolation; Hydration; Doctor consultation
none,none,body pain,COVID-19,Isolation; Hydration; Doctor consultation
none,none,chills,Malaria,Antimalarial drugs; Bed rest; Fluids
none,none,sore throat,Dengue,Papaya leaf juice; Hydrate; Consult doctor
none,none,shortness of breath,Strep Throat,Antibiotics; Hydration; Rest
none,none,fatigue,COVID-19,Isolation; Hydration; Doctor consultation
none,none,nausea,Asthma,Inhaler; Avoid triggers; Rest
none,none,vomiting,Typhoid,Antibiotics; Hydration; Consult doctor
none,none,diarrhea,Common Cold,Rest; Drink warm fluids; Paracetamol
